"Date_evenement","Zone","Communes_a_envoi_dematerialise_Deces2020","Total_deces_2020","Communes_a_envoi_dematerialise_Deces2019","Total_deces_2019","Communes_a_envoi_dematerialise_Deces2018","Total_deces_2018"
"24/04/2020","Dept_59",3950,4187,3295,3496,3859,4097
"25/04/2020","Dept_59",4011,4251,3355,3558,3917,4161
"26/04/2020","Dept_59",4057,4300,3396,3600,3971,4217
"27/04/2020","Dept_59",4118,4363,3451,3658,4018,4265
"01/03/2020","Dept_60",16,19,16,17,19,22
"02/03/2020","Dept_60",31,37,35,37,34,38
"03/03/2020","Dept_60",46,54,45,48,54,61
"04/03/2020","Dept_60",64,75,57,64,69,79
"05/03/2020","Dept_60",82,94,75,83,91,104
"06/03/2020","Dept_60",104,120,91,101,110,125
"07/03/2020","Dept_60",125,143,111,123,133,149
"08/03/2020","Dept_60",139,161,126,140,152,172
"09/03/2020","Dept_60",159,184,144,159,171,194
"10/03/2020","Dept_60",178,207,159,178,186,211
"11/03/2020","Dept_60",208,238,175,194,199,227
"12/03/2020","Dept_60",228,260,197,217,215,245
"13/03/2020","Dept_60",245,278,220,244,235,269
"14/03/2020","Dept_60",277,310,231,258,253,288
"15/03/2020","Dept_60",301,336,248,276,266,306
"16/03/2020","Dept_60",320,357,266,297,279,321
"17/03/2020","Dept_60",348,388,279,311,292,337
"18/03/2020","Dept_60",376,418,298,334,305,352
"19/03/2020","Dept_60",405,450,314,350,324,371
"20/03/2020","Dept_60",428,478,327,364,343,391
"21/03/2020","Dept_60",451,504,341,380,362,412
"22/03/2020","Dept_60",472,528,355,394,376,429
"23/03/2020","Dept_60",490,550,376,417,399,452
"24/03/2020","Dept_60",526,589,396,440,419,474
"25/03/2020","Dept_60",554,618,411,456,431,487
"26/03/2020","Dept_60",581,649,426,472,443,501
"27/03/2020","Dept_60",613,683,436,485,455,514
"28/03/2020","Dept_60",650,721,446,497,467,527
"29/03/2020","Dept_60",672,743,460,514,484,545
"30/03/2020","Dept_60",706,780,475,532,502,564
"31/03/2020","Dept_60",739,818,482,541,516,578
"01/04/2020","Dept_60",769,849,502,564,531,594
"02/04/2020","Dept_60",803,886,518,581,543,610
"03/04/2020","Dept_60",829,914,531,596,555,626
"04/04/2020","Dept_60",854,940,537,605,571,645
"05/04/2020","Dept_60",890,981,546,618,587,662
"06/04/2020","Dept_60",917,1013,562,635,598,673
"07/04/2020","Dept_60",944,1044,585,658,614,690
"08/04/2020","Dept_60",972,1075,600,674,639,716
"09/04/2020","Dept_60",998,1102,615,689,652,730
"10/04/2020","Dept_60",1028,1133,627,704,668,746
"11/04/2020","Dept_60",1053,1158,640,718,694,772
"12/04/2020","Dept_60",1071,1176,656,735,712,791
"13/04/2020","Dept_60",1103,1210,680,760,725,805
"14/04/2020","Dept_60",1137,1246,694,780,732,815
"15/04/2020","Dept_60",1151,1260,710,797,747,832
"16/04/2020","Dept_60",1179,1288,728,818,762,849
"17/04/2020","Dept_60",1203,1314,740,831,777,865
"18/04/2020","Dept_60",1229,1341,752,844,799,888
"19/04/2020","Dept_60",1249,1363,764,857,810,899
"20/04/2020","Dept_60",1266,1380,787,884,832,923
"21/04/2020","Dept_60",1286,1400,805,907,852,946
"22/04/2020","Dept_60",1308,1422,812,918,865,964
"23/04/2020","Dept_60",1326,1440,825,933,881,984
"24/04/2020","Dept_60",1343,1457,841,949,900,1005
"25/04/2020","Dept_60",1362,1476,854,963,911,1018
"26/04/2020","Dept_60",1376,1490,869,979,922,1031
"27/04/2020","Dept_60",1395,1509,881,995,945,1054
"01/03/2020","Dept_61",5,6,10,10,5,7
"02/03/2020","Dept_61",10,13,21,22,14,19
"03/03/2020","Dept_61",18,23,32,35,23,28
"04/03/2020","Dept_61",26,32,35,40,30,35
"05/03/2020","Dept_61",35,41,43,52,41,48
"06/03/2020","Dept_61",44,50,57,66,53,65
"07/03/2020","Dept_61",50,57,67,79,65,78
"08/03/2020","Dept_61",59,68,78,92,74,89
"09/03/2020","Dept_61",68,78,87,103,87,104
"10/03/2020","Dept_61",69,82,98,116,98,117
"11/03/2020","Dept_61",77,92,102,121,103,123
"12/03/2020","Dept_61",89,105,109,129,113,136
"13/03/2020","Dept_61",101,118,116,137,118,145
"14/03/2020","Dept_61",109,127,127,149,126,156
"15/03/2020","Dept_61",117,138,134,158,133,169
"16/03/2020","Dept_61",122,145,143,169,141,182
"17/03/2020","Dept_61",133,158,151,177,146,188
"18/03/2020","Dept_61",139,166,158,185,154,197
"19/03/2020","Dept_61",143,170,166,193,163,208
"20/03/2020","Dept_61",151,180,175,202,168,215
"21/03/2020","Dept_61",160,190,183,214,176,227
"22/03/2020","Dept_61",163,193,189,221,183,235
"23/03/2020","Dept_61",173,205,193,228,190,243
"24/03/2020","Dept_61",178,210,199,235,201,255
"25/03/2020","Dept_61",184,217,206,243,212,267
"26/03/2020","Dept_61",195,229,217,256,223,279
"27/03/2020","Dept_61",204,238,224,263,232,291
"28/03/2020","Dept_61",214,249,231,271,240,299
